frame_index,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral,Identity,frame
,0.45557433,0.55467165,0.41724107,0.27424604,0.13903648,0,0.11456231,0.020702172,1,0.053052194,0.29694927,0.26970592,0.49032685,0,0.5942192,0.49969882,0.044559985,0.32112652,0.14788197,0.05429927,0.000100724,7.20E-06,5.21E-06,0.00072587,0.000200127,6.31E-05,0.9988978,Person_0,8
,0.43400925,0.3802117,0.436835,0.3227931,0.09201451,0,0.11704978,0.003331334,0,0.03867614,0.2832564,0.37776116,0.5466634,0,0.58918124,0.41633967,0.05771797,0.19849148,0.27953425,0.042934857,0.00019454,1.11E-05,9.41E-06,0.000998324,0.000243109,9.97E-05,0.9984439,Person_0,9
,0.4461567,0.39407736,0.26929754,0.27886534,0.08512706,0,0.13168323,0.000876289,0,0.020259801,0.24917985,0.5932123,0.60435057,0,0.49885032,0.4817876,0.08918819,0.121641554,0.06354115,0.07990478,0.000200821,6.11E-06,9.43E-06,0.000384004,0.00039863,5.40E-05,0.99894696,Person_0,10
,0.5584639,0.38825852,0.2900102,0.23016037,0.10235832,0,0.14998388,0.17559774,0,0.059615035,0.20884806,0.47049716,0.42985785,0,0.4994796,0.46720064,0.3398836,0.47361562,0.13501841,0.088159524,0.00033647,5.96E-06,5.84E-06,0.000483398,0.000258616,8.19E-05,0.99882776,Person_0,11
,0.5171574,0.51882833,0.34716892,0.3034269,0.11225164,0,0.16993421,0.045743898,0,0.025030572,0.20160635,0.47348464,0.47271603,0,0.40116188,0.38117763,0.13269234,0.20201133,0.1234706,0.066187695,0.000205891,7.33E-06,9.84E-06,0.0005146,0.000196587,6.14E-05,0.9990043,Person_0,12
,0.6335997,0.39041364,0.5502812,0.23556532,0.087581635,0,0.17298484,0.018422766,0,0.03305239,0.17844623,0.57957095,0.4787098,0,0.49830097,0.27777463,0.031276196,0.2142658,0.09188474,0.17826724,0.000116615,4.04E-06,5.37E-06,0.000241011,0.000226973,2.46E-05,0.9993813,Person_0,13
,0.56087005,0.3567954,0.47137,0.22854169,0.08929362,0,0.17276315,0.011511871,0,0.04766408,0.17489697,0.32119405,0.49808007,0,0.43933123,0.30950567,0.5207724,0.21078722,0.05988514,0.23222196,0.000156598,9.73E-06,4.31E-06,0.000420326,0.000319262,2.29E-05,0.9990669,Person_0,14
,0.48299733,0.35854495,0.3865965,0.23474382,0.08766531,0,0.1594696,0.005203865,0,0.06586331,0.23996659,0.25793532,0.51570565,0,0.5019654,0.38132435,0.4246036,0.20764191,0.075347826,0.22337964,0.000453623,2.54E-05,8.08E-06,0.000444874,0.00036269,2.59E-05,0.99867946,Person_0,15
,0.37698075,0.42242166,0.5520432,0.2429811,0.09217106,0,0.19703755,0.009576001,0,0.04305712,0.26820478,0.34286687,0.4429871,0,0.6485192,0.4008207,0.11825048,0.13324723,0.0348765,0.1824613,0.000354163,1.18E-05,7.65E-06,0.00055505,0.00030842,2.12E-05,0.9987417,Person_0,16
,0.42864403,0.26010856,0.50960046,0.24192724,0.09286045,0,0.20951419,0.0052925,0,0.034198016,0.33593076,0.2846037,0.497334,0,0.5370627,0.40109253,0.019161658,0.14875397,0.034406055,0.14265576,0.000268694,1.48E-05,5.40E-06,0.001143087,0.000236307,3.99E-05,0.9982918,Person_0,17
,0.5253328,0.38170955,0.19239552,0.23790899,0.12364785,0,0.20277537,0.040144958,0,0.046998266,0.41769728,0.30399936,0.4526897,0,0.63648725,0.38337052,0.12846929,0.37015447,0.14501524,0.0991341,0.000198096,1.68E-05,3.46E-06,0.004908104,0.000179334,4.07E-05,0.99465346,Person_0,18
,0.62343097,0.28858995,0.43755224,0.23038507,0.21709464,0,0.18641739,0.007517409,0,0.17892314,0.57909775,0.4032591,0.43251798,0,0.78372806,0.43752325,0.31147152,0.19682193,0.3992586,0.19107682,0.000396199,5.00E-05,5.80E-06,0.042770524,0.000290082,5.41E-05,0.95643324,Person_0,19
,0.6026749,0.4435594,0.12751624,0.2804429,0.36811206,0,0.21179351,0.016768735,0,0.5872306,0.69336224,0.15250483,0.60394835,0,0.8017083,0.72542197,0.05299911,0.17848933,0.26755065,0.08248331,0.000779897,0.000155475,2.35E-05,0.19337556,0.000393691,0.000283804,0.804988,Person_0,20
,0.5686654,0.47964108,0.25257558,0.25128257,0.36495933,0,0.25163817,0.021592852,0,0.4887662,0.6449069,0.06352831,0.59701484,0,0.73669225,0.7311903,0.08804527,0.20871794,0.65612656,0.2952744,0.001142896,0.000288627,3.31E-05,0.37293047,0.000526226,0.000250546,0.62482816,Person_0,21
,0.60882133,0.5169663,0.16979215,0.25670484,0.6287027,1,0.33873346,0.010851518,0,0.7738705,0.71010613,0.054583512,0.59439987,1,0.7923277,0.7476603,0.16036543,0.37405124,0.31751776,0.18592538,0.001149485,0.000650381,4.25E-05,0.6774517,0.000338903,0.000425982,0.319941,Person_0,22
,0.46899962,0.46192026,0.07348823,0.23944503,0.70410275,0,0.31804633,0.008874781,0,0.83082676,0.7163264,0.06592563,0.67120594,1,0.74083513,0.63336307,0.29091883,0.28691533,0.26105544,0.10192526,0.001039035,0.000669662,4.75E-05,0.67626584,0.000498674,0.000294379,0.3211849,Person_0,23
,0.6273906,0.6565398,0.15002379,0.27145296,0.78443974,1,0.3349908,0.13701183,1,0.94038534,0.50680834,0.10614126,0.62117153,1,0.6624362,0.4305625,0.5903956,0.78566206,0.13518174,0.14926162,0.000260551,0.000453867,6.61E-05,0.9578405,0.000100468,0.00125239,0.0400262,Person_0,24
,0.6322167,0.52384406,0.11317303,0.38954931,0.8285054,0,0.36223814,0.7750351,0,0.9773507,0.58699936,0.12570338,0.49708438,1,0.24334538,0.4015984,0.9487615,0.61735016,0.24840611,0.13152884,0.000425697,0.000694235,4.49E-05,0.9837329,4.88E-05,0.000455687,0.014597675,Person_0,25
,0.49577606,0.5755403,0.10581748,0.26549122,0.8701989,1,0.53463763,0.94101745,1,0.98203677,0.5515936,0.083473235,0.5480574,1,0.4065786,0.391159,0.922745,0.8380074,0.28030622,0.20870416,0.000334681,0.000287141,2.86E-05,0.9924193,2.76E-05,0.000466091,0.006436589,Person_0,26
,0.5808939,0.5774783,0.15854293,0.38484132,0.87993354,1,0.5245726,0.81996965,0,0.983576,0.6703224,0.10739905,0.43000165,1,0.4096921,0.39645174,0.97636604,0.52490526,0.1338456,0.23677959,0.000144557,0.000312649,1.60E-05,0.9962482,2.04E-05,0.000262303,0.00299581,Person_0,27
,0.60647315,0.5698499,0.11589367,0.33132946,0.89907306,1,0.5285546,0.99325,0,0.98453116,0.5955718,0.103219554,0.48964232,1,0.42576528,0.4885914,0.97375983,0.60332125,0.15014392,0.16067776,0.000207842,0.000491498,2.20E-05,0.9954922,2.98E-05,0.000319918,0.003436605,Person_0,28
,0.4782046,0.50676566,0.08212713,0.29909024,0.8906797,0,0.49156108,0.98571986,1,0.9838727,0.5857124,0.039822407,0.510695,1,0.512267,0.4165703,0.99758375,0.6712678,0.15497765,0.10125047,0.000322228,0.000293569,2.50E-05,0.9950582,1.55E-05,0.000566667,0.003718862,Person_0,29
,0.66252184,0.54351604,0.101141974,0.2780159,0.88765436,1,0.5425507,0.9920278,0,0.9839828,0.67917955,0.043659702,0.511994,1,0.4432877,0.39239016,0.89829206,0.6727165,0.17728966,0.14393568,0.000177288,0.000336774,1.83E-05,0.9957904,2.06E-05,0.000245616,0.003411122,Person_0,0
,0.60114336,0.50362873,0.08500114,0.3171253,0.8872739,1,0.5384959,0.80595535,0,0.97910917,0.61709154,0.093908735,0.4544976,1,0.338522,0.38185614,0.9857237,0.7646931,0.12864986,0.31607997,0.00058418,0.000462684,4.80E-05,0.9801324,6.62E-05,0.001327311,0.017379235,Person_0,1
,0.59047216,0.6089392,0.14702544,0.29134566,0.8780058,1,0.3551493,0.73885757,0,0.9751285,0.644973,0.039748378,0.5059588,1,0.7011021,0.33801532,0.9200537,0.7091724,0.10531887,0.15621501,0.000475333,0.000406036,3.32E-05,0.9876386,5.58E-05,0.00101443,0.010376603,Person_0,2
,0.59683466,0.43138424,0.12351005,0.23993109,0.87365514,1,0.4218701,0.90787786,1,0.9678987,0.54175574,0.07970543,0.5629221,1,0.566591,0.35512933,0.46124494,0.81674397,0.4078369,0.2892413,0.000710953,0.000473575,2.26E-05,0.9854477,7.19E-05,0.000312835,0.012960478,Person_0,3
,0.6981102,0.6245573,0.19372575,0.28929898,0.85339254,1,0.43505514,0.97221947,0,0.9733782,0.5791157,0.06998208,0.49089193,1,0.5575489,0.4947964,0.910467,0.68944824,0.20373864,0.15378414,0.00047456,0.000660427,0.000107143,0.98241407,5.47E-05,0.00311658,0.013172563,Person_0,4
,0.664715,0.53883076,0.18785696,0.4093408,0.8357555,1,0.46979642,0.8643218,0,0.98042285,0.6061492,0.08973042,0.47202748,1,0.43485713,0.42415076,0.9834306,0.6131529,0.14884862,0.16031806,0.00041453,0.000860131,0.000166629,0.9765936,7.12E-05,0.004927,0.016966874,Person_0,5
,0.68756175,0.6835506,0.11465305,0.33115044,0.8426035,1,0.41653845,0.60953826,0,0.97762257,0.6363882,0.07545422,0.44921622,1,0.48692837,0.40190795,0.995697,0.65818214,0.18269388,0.1947674,0.000355288,0.000757311,0.000106456,0.9801437,6.93E-05,0.002512337,0.01605564,Person_0,6
,0.57956934,0.483064,0.07522158,0.24092656,0.85514474,1,0.5455351,0.46657386,1,0.96600735,0.5589324,0.08702645,0.6103719,1,0.7364862,0.4469024,0.9411312,0.69325644,0.1861619,0.3408069,0.000294985,0.000684786,8.46E-05,0.9793158,5.63E-05,0.002360388,0.017203122,Person_0,7
,0.6901683,0.56707025,0.1311788,0.27872327,0.78185743,1,0.42684883,0.048643503,0,0.9481242,0.6078472,0.06685417,0.61352795,1,0.66738427,0.5509366,0.6429918,0.5055107,0.28241572,0.15764682,0.000510577,0.000517496,0.000115801,0.9718149,9.93E-05,0.003347805,0.023594115,Person_0,8
,0.61979353,0.6240246,0.12377901,0.25030747,0.7907737,1,0.38091516,0.0510804,0,0.947988,0.51991403,0.06824392,0.6031355,1,0.682077,0.4793088,0.17314681,0.66018015,0.2590312,0.15962724,0.000726046,0.001105351,0.000162217,0.94932383,0.000115595,0.002153531,0.046413623,Person_0,9
,0.61787415,0.57675093,0.21174347,0.24569635,0.7455933,0,0.3616391,0.020399814,0,0.87892723,0.6553433,0.13667138,0.58439857,1,0.7017245,0.79795676,0.8092225,0.5267585,0.29672658,0.19686496,0.000672228,0.001147167,6.77E-05,0.920547,0.000162193,0.000770597,0.07663313,Person_0,10
,0.57409286,0.58032155,0.19449535,0.27477416,0.6531915,1,0.35778144,0.25426567,1,0.72504276,0.61071527,0.12613316,0.5347778,1,0.59978867,0.6963688,0.020415185,0.18830107,0.19970396,0.08662645,0.003096282,0.001749745,0.000129194,0.67036074,0.000328019,0.002319216,0.32201675,Person_0,11
,0.5865282,0.6313251,0.2052354,0.2961213,0.39422062,0,0.22086215,0.07448338,0,0.5660104,0.5062139,0.11987711,0.5955443,0,0.81651855,0.48439872,0.06559731,0.1144443,0.14093429,0.082935505,0.000441619,0.000242334,3.56E-05,0.46404135,0.000396958,0.000690064,0.53415215,Person_0,12
,0.57185876,0.6084053,0.11906601,0.22994748,0.13048053,0,0.13553336,0.015221265,0,0.15312837,0.52928203,0.4337946,0.5087041,0,0.69255626,0.5200272,0.2571342,0.3331353,0.1493582,0.2636002,0.000263276,9.09E-05,2.43E-05,0.050310962,0.000254062,0.001011066,0.9480454,Person_0,13
,0.5927181,0.57519436,0.20094298,0.28303337,0.14740695,0,0.119851656,0.013997655,0,0.11482317,0.39787996,0.6405692,0.49526528,0,0.6882186,0.37575927,0.34647006,0.26025897,0.16316524,0.061348807,7.12E-05,1.89E-05,1.68E-05,0.005000973,0.000193448,0.000459787,0.99423885,Person_0,14
,0.5669518,0.5703747,0.28278422,0.26661897,0.10648193,0,0.13507858,0.025941383,0,0.06515666,0.4053891,0.42752922,0.5334739,0,0.4597364,0.38588575,0.5263005,0.4278264,0.15284565,0.16960527,9.51E-05,5.24E-06,1.18E-05,0.001630614,0.000178619,0.000415335,0.99766326,Person_0,15
,0.52769923,0.4872093,0.20246834,0.2734538,0.1044802,0,0.1354701,0.1159318,1,0.053931445,0.3310809,0.43269867,0.4826999,0,0.4669371,0.42065695,0.43341044,0.37610525,0.13030994,0.044319045,0.000187436,8.98E-06,2.82E-05,0.001990363,0.000376495,0.000957258,0.99645126,Person_0,16
,0.47413892,0.5455892,0.31759664,0.2314738,0.09237625,0,0.17313944,0.057693914,0,0.049928896,0.3111849,0.30745703,0.47691062,0,0.5943818,0.33493435,0.42205745,0.31133318,0.17261872,0.24324682,0.00014644,1.89E-05,1.56E-05,0.000782849,0.000229909,0.000253103,0.9985532,Person_0,17
,0.4295603,0.42404813,0.4463243,0.31197837,0.07910131,0,0.15315616,0.035581417,1,0.08037949,0.34082547,0.36576307,0.4570617,0,0.52276254,0.51484376,0.08558775,0.26044765,0.15603068,0.07551031,0.00013272,3.26E-06,1.04E-05,0.000443034,0.000398989,0.000209999,0.9988016,Person_0,18
,0.38508087,0.43460616,0.43488726,0.31800166,0.1169266,0,0.13676779,0.033596527,1,0.059399907,0.2558435,0.43728396,0.44732592,0,0.49753994,0.37513712,0.56595236,0.25945976,0.06735765,0.058048587,0.000194125,4.31E-06,9.51E-06,0.000682389,0.000349572,7.97E-05,0.9986804,Person_0,19
,0.33900434,0.4770911,0.34036592,0.28675216,0.09466924,0,0.12550935,0.04640735,0,0.036457885,0.2531731,0.3320287,0.5772151,0,0.50208217,0.40411794,0.591279,0.490463,0.12573096,0.05083687,0.000138404,1.61E-05,8.06E-06,0.001157244,0.00017985,0.000515824,0.9979845,Person_0,20
,0.6139613,0.46505153,0.39414755,0.3373202,0.07542813,0,0.10480904,0.021687936,0,0.030697254,0.31616953,0.35093015,0.4424393,0,0.5569124,0.4196334,0.016074207,0.18586439,0.15545596,0.045538284,0.000164676,3.18E-05,1.76E-05,0.00112093,0.000282407,0.000605817,0.9977768,Person_0,21
,0.49105087,0.5030249,0.4094164,0.30809486,0.083824724,0,0.1385249,0.001928157,1,0.023946855,0.24965031,0.20288017,0.45313564,0,0.5880898,0.3854698,0.622763,0.39383438,0.15140042,0.06571425,0.000190276,1.38E-05,1.95E-05,0.000627987,0.00019397,0.000149492,0.99880505,Person_0,22
,0.59592324,0.3975566,0.47616762,0.2251047,0.10000294,0,0.16059735,0.008786631,0,0.033785474,0.27352992,0.5272337,0.52116615,0,0.43632895,0.41496193,0.49616,0.46637982,0.13517074,0.49065307,4.87E-05,7.97E-06,2.18E-06,0.000823234,0.000344738,2.11E-05,0.998752,Person_0,23
,0.39171594,0.28576988,0.4678262,0.22209245,0.08449509,0,0.1912072,0.00124224,0,0.026457863,0.24524863,0.7070538,0.51213384,0,0.5511612,0.39306074,0.5482808,0.28057083,0.089663856,0.6779259,0.000184689,3.92E-05,1.41E-05,0.000998537,0.001109057,2.68E-05,0.9976277,Person_0,24
,0.4340547,0.36633715,0.5723847,0.23311469,0.12958887,0,0.2565893,0.01824418,1,0.053567626,0.26166275,0.62911874,0.45813853,0,0.6622583,0.2893609,0.00882523,0.19777483,0.08532872,0.6950745,0.000107361,6.35E-05,1.21E-05,0.001330953,0.001061241,3.51E-05,0.99738973,Person_0,25
,0.5809679,0.3254132,0.60131854,0.23249865,0.13451652,0,0.16660632,0.03236126,1,0.0739778,0.35660022,0.5995302,0.52653754,0,0.6146651,0.6179654,0.11142968,0.4225099,0.10999537,0.516412,6.11E-05,4.98E-05,1.70E-06,0.00319304,0.000261157,8.25E-06,0.99642485,Person_0,26
,0.6110416,0.36940667,0.19280605,0.23835525,0.17224063,0,0.17159283,0.014497966,0,0.14507003,0.5287704,0.40213373,0.51227564,0,0.7654143,0.48251072,0.09198147,0.16800976,0.2728366,0.17467251,8.38E-05,0.000129061,7.16E-06,0.06671389,0.000629586,2.68E-05,0.93240976,Person_0,27
,0.5104953,0.35515106,0.20508158,0.23045695,0.23442578,0,0.17329873,0.010634089,0,0.14930528,0.56915754,0.092126444,0.5513379,0,0.75164205,0.75057757,0.02765808,0.30773175,0.479422,0.19540566,0.000173449,0.000120625,9.69E-06,0.19384784,0.000678996,5.18E-05,0.80511767,Person_0,28
,0.55725056,0.49481246,0.2197482,0.24480936,0.37026957,0,0.2108023,0.053126168,0,0.5840853,0.6176243,0.07651323,0.55690795,0,0.81157863,0.70157516,0.060023557,0.508227,0.7150397,0.24514449,0.000631113,0.000632529,2.49E-05,0.6020756,0.000745731,0.000153451,0.3957367,Person_0,29
,0.6715315,0.6224665,0.16356477,0.24072187,0.7010626,1,0.3062317,0.033277307,0,0.7995121,0.6186307,0.078934155,0.5831115,1,0.71517164,0.7197156,0.4925019,0.70453995,0.28344223,0.38217553,0.000396355,0.000441152,9.90E-06,0.8965389,0.000165612,0.000114743,0.102333196,Person_0,0
,0.6239057,0.5585107,0.15751971,0.3017031,0.8459053,1,0.45106533,0.94737244,0,0.9641379,0.6562371,0.040329166,0.48208806,1,0.5991106,0.40900546,0.37215924,0.844321,0.1772819,0.3169412,0.000785569,0.001156365,4.36E-05,0.9492802,9.52E-05,0.000699899,0.04793905,Person_0,1
,0.61711645,0.46774188,0.15201564,0.2959342,0.7947733,0,0.40114838,0.89012325,0,0.9513355,0.55597067,0.063157156,0.54233,1,0.6013871,0.35811943,0.91638947,0.7643198,0.2743564,0.22199537,0.000439089,0.000348126,3.69E-05,0.9789074,6.68E-05,0.000762417,0.019439371,Person_0,2
,0.668599,0.52639633,0.25740045,0.39537975,0.8082681,1,0.51004106,0.85840154,0,0.9761679,0.5065285,0.19365746,0.4413206,1,0.5168765,0.33750194,0.9477918,0.6904477,0.24071531,0.09805372,0.000747837,0.001472307,2.57E-05,0.95039284,0.000116606,0.000343136,0.04690161,Person_0,3
,0.6892644,0.5602402,0.14854808,0.38701645,0.7977162,0,0.40315372,0.6495338,0,0.9780141,0.44811562,0.11222393,0.44459274,1,0.5069783,0.4286256,0.9114768,0.80191696,0.24509352,0.13691092,0.000134667,0.000131982,1.05E-05,0.9714257,0.000107255,0.00012069,0.028069247,Person_0,4
,0.51050574,0.5993191,0.1366212,0.24120624,0.8072619,1,0.49117574,0.64846134,0,0.96157265,0.5348103,0.060765356,0.54833114,1,0.6634875,0.45926532,0.9112149,0.7079978,0.2919711,0.20311032,0.000336005,0.000472869,1.81E-05,0.9685708,0.000120994,0.000325142,0.030156089,Person_0,5
,0.5419595,0.6269903,0.12214604,0.28025883,0.80810827,1,0.42257482,0.26352182,0,0.96142423,0.51471853,0.06328985,0.58696467,1,0.66572344,0.48003423,0.5127571,0.56468856,0.12750809,0.11790372,0.000440292,0.000549954,2.10E-05,0.96741074,0.000136691,0.000368596,0.031072754,Person_0,6
,0.6529025,0.60526794,0.09732704,0.24920502,0.8080462,0,0.3171633,0.1497462,0,0.9555786,0.48950362,0.054604694,0.47278452,1,0.6296958,0.37996626,0.9625415,0.79262364,0.15746787,0.19935502,0.000593585,0.000555673,2.08E-05,0.9515359,0.00015505,0.000229278,0.046909757,Person_0,7
,0.6255251,0.5602646,0.12274771,0.2698768,0.79743457,0,0.3969454,0.23047313,0,0.9508172,0.54054004,0.033125985,0.52283,1,0.6269941,0.52640176,0.7349206,0.63391125,0.12566575,0.11706301,0.000796353,0.000862168,4.15E-05,0.8731921,0.000274778,0.000701081,0.124131955,Person_0,8
,0.59947395,0.46885023,0.22493927,0.24567643,0.78914285,0,0.5420805,0.30501395,1,0.95316565,0.49729642,0.16220425,0.5324874,1,0.67422724,0.6513923,0.7721825,0.65847665,0.18692595,0.18463078,0.000386301,0.000399313,6.61E-05,0.8977029,0.000217939,0.001374731,0.09985273,Person_0,9
,0.68997264,0.5979601,0.104925305,0.26493648,0.7591068,0,0.4107057,0.0996726,0,0.94607013,0.51985025,0.04107322,0.543547,1,0.60611165,0.32882717,0.39162672,0.40411508,0.25687927,0.17678021,0.003551216,0.001044228,0.000145593,0.74432915,0.000347572,0.00238079,0.24820143,Person_0,10
,0.6350788,0.5532367,0.23457482,0.2902382,0.73997694,0,0.36608687,0.018566903,0,0.93674344,0.52816015,0.17810595,0.49991834,1,0.6242902,0.56925386,0.5188857,0.75141335,0.28873917,0.16064201,0.001211372,0.000349898,8.84E-05,0.7825128,0.000273824,0.001473871,0.21408996,Person_0,11
,0.7008444,0.522534,0.14902443,0.28632316,0.8001849,0,0.4325761,0.37506014,0,0.94368654,0.47955307,0.09101278,0.5451379,1,0.7038389,0.5227058,0.4667906,0.60391206,0.3725623,0.15740737,0.003364665,0.001261119,0.000100711,0.665711,0.000561111,0.000868735,0.3281327,Person_0,12
,0.70799434,0.612977,0.19446729,0.2653797,0.79883593,0,0.30290288,0.15555751,0,0.92656666,0.53046566,0.1468384,0.5717071,1,0.62339014,0.51586187,0.71408105,0.5772317,0.22174366,0.4280897,0.000901473,0.000434974,0.000123288,0.8447104,0.000259112,0.002600025,0.15097077,Person_0,13
,0.6734166,0.61882293,0.16093293,0.24655527,0.7427454,0,0.37938285,0.01916096,0,0.91159844,0.56369644,0.063299514,0.5747942,1,0.66911346,0.5474536,0.7515393,0.6608808,0.49568722,0.3745232,0.00167324,0.000662041,0.000141952,0.819149,0.000337026,0.002876006,0.17516081,Person_0,14
,0.6877537,0.5725154,0.15802836,0.29225826,0.7499951,0,0.43505576,0.020348236,0,0.9181259,0.46926588,0.21703088,0.56792563,1,0.6269084,0.5168389,0.48504508,0.51225936,0.10477972,0.17175575,0.000967948,0.001060755,0.000134721,0.86661,0.00025304,0.002144268,0.12882936,Person_0,15
,0.6609358,0.62926203,0.1565151,0.26112193,0.7321413,1,0.34810433,0.021315105,1,0.8860556,0.60797423,0.121715814,0.5969993,1,0.59899515,0.67925227,0.08683896,0.36274147,0.26343527,0.16921455,0.000382118,0.000273437,0.000127649,0.9212548,0.000171427,0.002327972,0.075462565,Person_0,16
,0.5223155,0.61098075,0.19037737,0.2517969,0.78369576,1,0.43276903,0.042596806,0,0.9485882,0.6931855,0.17367779,0.5491266,1,0.6693227,0.4979948,0.5768941,0.60360926,0.43386555,0.15618491,0.001270662,0.001257647,8.27E-05,0.8249881,0.000460786,0.000803574,0.17113651,Person_0,17
,0.57076985,0.5820486,0.12799132,0.24628757,0.7286233,1,0.3695964,0.07912896,1,0.8673577,0.57183015,0.048532035,0.5314392,1,0.78960955,0.62082744,0.63175297,0.4110629,0.15972793,0.15931194,0.001033881,0.001825587,0.000113854,0.86463034,0.000348168,0.001506385,0.1305418,Person_0,18
,0.65053123,0.44993046,0.14530984,0.2521162,0.48447594,0,0.1790874,0.1408857,0,0.6430324,0.6021995,0.061054204,0.58234054,1,0.7565707,0.79836696,0.018431852,0.24179323,0.31773883,0.34769678,0.000529985,0.001711281,4.54E-05,0.63840747,0.000461005,0.000370706,0.3584741,Person_0,19
,0.5539949,0.3817685,0.56076235,0.22375128,0.26839757,0,0.30915815,0.011445644,0,0.23006257,0.7831994,0.37791422,0.5504209,0,0.84345037,0.7097686,0.35124573,0.26656595,0.3341791,0.6229585,0.0005496,0.001824193,2.01E-05,0.28425047,0.000323276,0.000317905,0.7127145,Person_0,20
,0.563966,0.42003307,0.5269007,0.22223358,0.15804328,0,0.17919666,0.023369143,0,0.10322847,0.62157726,0.5414455,0.50153655,0,0.6622731,0.66284895,0.19420381,0.258359,0.44042483,0.56844926,8.15E-05,0.000168923,4.20E-06,0.013983323,0.000252567,3.99E-05,0.9854696,Person_0,21
,0.4866683,0.29149476,0.6384516,0.22495179,0.12636901,0,0.21790685,0.030990332,0,0.060848054,0.3742978,0.5787542,0.47249845,0,0.70327306,0.41396806,0.2818173,0.20988046,0.18391006,0.6902893,8.17E-05,7.49E-05,3.85E-06,0.005003549,0.000207942,3.59E-05,0.99459213,Person_0,22
,0.4685063,0.4970532,0.36429873,0.23070821,0.08324022,0,0.14361542,0.00068496,1,0.029808914,0.28745487,0.36741257,0.5390282,0,0.50925064,0.4440886,0.2235001,0.32850084,0.07781659,0.20927225,6.11E-05,2.59E-05,1.85E-06,0.001452787,0.000205216,1.02E-05,0.998243,Person_0,23
,0.38478428,0.42212686,0.35070845,0.23712777,0.09615888,0,0.10316755,0.003681497,0,0.026822122,0.23569152,0.50810325,0.46555436,0,0.54354703,0.6254779,0.042862084,0.38856116,0.22077055,0.46861523,5.98E-05,1.66E-05,2.96E-06,0.001215939,0.000351207,1.11E-05,0.9983424,Person_0,24
,0.60573864,0.55133003,0.25622788,0.23303571,0.11307691,1,0.15411925,0.20464005,0,0.058737475,0.3616485,0.37950537,0.47850108,0,0.68808115,0.4193602,0.16388924,0.30624112,0.12395957,0.15238857,7.62E-05,1.15E-05,3.07E-06,0.000603605,0.000160212,1.50E-05,0.99913055,Person_0,25
,0.5819518,0.4080934,0.22442967,0.22432147,0.10180528,0,0.16627575,0.016618712,0,0.030040689,0.26067802,0.4994508,0.49650106,0,0.6120947,0.4644133,0.12726082,0.24841991,0.08581916,0.15356961,9.02E-05,7.28E-06,2.13E-06,0.000531228,0.000211783,1.92E-05,0.9991381,Person_0,26
,0.6496184,0.5837344,0.20086285,0.27768204,0.11636627,1,0.14373717,0.12284328,1,0.06722245,0.26863444,0.6139772,0.47308996,0,0.60109484,0.36804363,0.5615711,0.32069576,0.23617464,0.051950086,0.000475101,3.91E-05,2.78E-06,0.000926105,0.000244127,1.76E-05,0.99829525,Person_0,27
,0.5731518,0.49675274,0.3518004,0.24163648,0.08941515,0,0.1634505,0.12517016,0,0.059680827,0.24759033,0.62522095,0.4350336,0,0.59889776,0.48276445,0.021285525,0.22737733,0.09665825,0.17696786,0.000496962,7.57E-06,1.64E-05,0.00052522,0.000408447,8.25E-05,0.9984629,Person_0,28
,0.44848993,0.47408244,0.28888923,0.23030229,0.09802562,0,0.17787644,0.027136456,0,0.023754155,0.17060111,0.41118369,0.45895422,0,0.49367857,0.4008023,0.17702293,0.18234827,0.062057603,0.17815702,0.000180594,8.36E-06,4.27E-06,0.000775828,0.000375649,2.34E-05,0.9986319,Person_0,29
,0.4461607,0.46049544,0.4156322,0.2431837,0.06899555,0,0.16426954,0.013829393,0,0.03664553,0.21176428,0.489823,0.43987268,0,0.5026519,0.38909513,0.082349695,0.28223503,0.1797613,0.21425211,0.000210137,5.21E-06,8.24E-06,0.000371554,0.00030406,8.77E-05,0.99901307,Person_0,0
,0.594237,0.44611368,0.36592448,0.22128397,0.08048793,0,0.13851672,0.008460719,0,0.041891664,0.15832186,0.55774343,0.49232757,0,0.5129674,0.39099082,0.033487696,0.41555473,0.24413684,0.3234672,0.000125091,2.26E-05,2.57E-06,0.000589572,0.000442,1.26E-05,0.9988055,Person_0,1
,0.5290022,0.36089733,0.34760693,0.26539648,0.09652378,0,0.22039743,0.022252183,0,0.029335462,0.2203885,0.538413,0.553412,0,0.5269847,0.38756102,0.14706439,0.4311758,0.035175174,0.7513767,0.000127658,1.72E-05,7.87E-06,0.001153528,0.00162196,2.36E-05,0.9970482,Person_0,2
,0.6994848,0.39644942,0.5725562,0.23668365,0.07189733,0,0.1977265,0.029158114,0,0.04167532,0.16784623,0.49101555,0.4885617,0,0.5557598,0.38426346,0.081375636,0.4477079,0.13104138,0.6750814,0.000495487,7.75E-05,1.08E-05,0.000688529,0.000686805,2.33E-05,0.99801755,Person_0,3
,0.49793527,0.4313728,0.47067377,0.2272243,0.073694415,0,0.18987241,0.013785319,0,0.01978731,0.18750338,0.6703937,0.5036701,0,0.4476998,0.5213451,0.09698388,0.46709165,0.10218793,0.7766805,0.000247996,4.54E-05,3.50E-06,0.000441165,0.000782746,7.49E-06,0.9984717,Person_0,4
