Pitch,Roll,Yaw,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral,Identity,frame
-1.51968237,1.92802743,-0.839650714,0.60043937,0.41922298,0.3448099,0.22581713,0.1027887,0,0.1384504,0.000599204,0,0.052474022,0.28283626,0.5782048,0.59213984,0,0.6597159,0.4735662,0.000431645,0.09893559,0.28924757,0.13127132,8.32E-05,1.01E-05,2.95E-06,0.000860824,0.000242433,1.75E-05,0.99878305,Person_0,11
-1.47117994,2.096403489,-0.790862239,0.57859135,0.5010724,0.3653785,0.32162896,0.09847497,0,0.07180711,0.003215755,0,0.041924883,0.3008636,0.449222,0.51665586,0,0.58673024,0.60884905,0.005871584,0.074287914,0.6353155,0.040525906,0.000109532,8.32E-06,3.07E-06,0.001246156,0.00018609,2.60E-05,0.99842083,Person_0,12
-1.472849223,2.736615798,-0.883920987,0.69057846,0.49852675,0.23444733,0.3761417,0.10122068,0,0.07813257,0.001065575,0,0.04101777,0.19816247,0.50560987,0.52063227,0,0.6543145,0.46841887,0.009358653,0.060244568,0.430403,0.029263293,0.00014697,1.51E-05,4.05E-06,0.000823546,0.0002009,2.81E-05,0.99878126,Person_0,13
-1.800101382,2.258549324,-0.779517813,0.58180654,0.4395419,0.33327046,0.33057097,0.09847497,0,0.07462195,0.001220517,0,0.043811925,0.26851878,0.38133204,0.5689982,0,0.59855866,0.35814506,0.006261901,0.102339655,0.18669257,0.048252337,0.000152797,1.60E-05,2.50E-06,0.001668881,0.000161994,2.13E-05,0.9979765,Person_0,14
-1.306609365,2.718078076,-1.019938843,0.64045984,0.39893916,0.37778202,0.24174389,0.108316965,0,0.15198748,0.000799618,0,0.043026596,0.3545739,0.47067532,0.57616055,0,0.70728004,0.49159554,0.009728682,0.07272669,0.27432123,0.15643708,0.000188065,2.33E-05,3.04E-06,0.0013196,0.000236357,1.52E-05,0.9982145,Person_0,15
-1.723806401,2.639156407,-0.988313881,0.6283135,0.4442008,0.31037885,0.24790016,0.10228932,0,0.10545859,0.001060178,0,0.05444727,0.25323448,0.5057645,0.53433776,0,0.62125117,0.36831272,0.007382719,0.09835072,0.35464618,0.16594079,0.000125551,3.15E-05,2.84E-06,0.001699573,0.000149615,2.25E-05,0.9979684,Person_0,16
-1.350577441,2.717593714,-0.695940301,0.72861135,0.48566753,0.24255255,0.3374143,0.10368837,0,0.09636488,0.004854818,0,0.046935473,0.35533315,0.5026789,0.6349902,0,0.6764551,0.45465112,0.007258488,0.09907526,0.44189417,0.045413416,0.000153519,1.22E-05,3.55E-06,0.001631404,9.59E-05,6.09E-05,0.99804246,Person_0,17
-1.43030969,2.285529134,-0.431645254,0.66659784,0.40883487,0.18345468,0.32016477,0.10181933,0,0.087211855,0.000953723,0,0.05160432,0.28695074,0.5502415,0.5639321,0,0.6703815,0.41491413,0.005043906,0.08893096,0.40181738,0.046047315,6.19E-05,9.59E-06,3.52E-06,0.001111853,0.000128439,3.81E-05,0.99864656,Person_0,18
-1.154018527,2.324868021,-0.588960737,0.62693787,0.4677831,0.11816712,0.376431,0.096758455,0,0.0770061,0.003905211,1,0.033662386,0.19447404,0.29815596,0.5435014,0,0.70695883,0.5252156,0.000932677,0.09854536,0.27646646,0.033304155,0.000332432,1.16E-05,3.17E-06,0.001297896,0.000176507,1.61E-05,0.9981623,Person_0,19
-0.896357333,2.261998589,-0.737418792,0.5615461,0.40993756,0.23704106,0.32434368,0.102957204,0,0.08841292,0.000154946,0,0.052961633,0.26815012,0.4081805,0.60479593,0,0.66696715,0.3176173,0.002330436,0.12182106,0.34707066,0.04521895,0.000357232,6.65E-06,2.19E-06,0.000639246,0.000135769,1.84E-05,0.99884063,Person_0,20
-0.490673497,2.530237433,-1.05602549,0.56818134,0.4060426,0.31275237,0.2693895,0.10160845,0,0.15222178,0.001730626,0,0.02611627,0.2435645,0.5741467,0.54204714,0,0.5017924,0.3087519,0.003231257,0.10830914,0.6868469,0.122947015,0.000234469,7.00E-06,1.35E-06,0.00084084,0.000168934,2.09E-05,0.9987264,Person_0,21
-0.652460565,2.500286894,-0.918507068,0.73072976,0.45953774,0.3540314,0.42190826,0.1054921,0,0.07811033,0.007770099,0,0.06207935,0.3117754,0.7336837,0.5703279,0,0.616649,0.55956185,0.004877648,0.13420992,0.54889196,0.031056909,0.000305069,1.05E-05,2.46E-06,0.00105628,0.000161846,1.65E-05,0.99844736,Person_0,22
-0.764946827,2.854376115,-1.074194017,0.6570436,0.5084329,0.13119072,0.39365298,0.109521195,0,0.076374345,0.001561411,0,0.028888145,0.22291876,0.32802656,0.5387241,0,0.49823588,0.59068835,0.002626062,0.1622924,0.15038064,0.027438752,0.000392023,1.04E-05,2.23E-06,0.001210563,0.000139904,1.40E-05,0.998231,Person_0,23
-0.933024519,2.949013599,-0.983118204,0.67251873,0.47186488,0.24076553,0.36903405,0.105753705,0,0.07261871,0.004695579,0,0.035562295,0.2149456,0.42898878,0.4709099,0,0.6133517,0.33161184,0.000902209,0.11156929,0.26772013,0.03539557,0.000722777,8.01E-06,2.50E-06,0.000667564,0.000256542,2.51E-05,0.9983176,Person_0,24
-0.965554348,2.707805193,-0.783446093,0.6740055,0.45673501,0.22600764,0.33013308,0.10611303,0,0.09176529,0.020326275,0,0.038808737,0.3587355,0.421153,0.6043826,0,0.58716035,0.618495,0.013124471,0.107204355,0.60620916,0.04928023,6.21E-05,5.56E-06,1.10E-06,0.000932122,0.000100025,1.71E-05,0.998882,Person_0,25
-1.010124673,2.587815832,-0.713121182,0.6860633,0.56723416,0.19866064,0.34629565,0.10181933,0,0.094316825,0.000453092,0,0.053862933,0.26736248,0.37243494,0.5228235,0,0.62330407,0.26363862,0.003395599,0.08610192,0.39688691,0.05357357,9.35E-05,1.11E-05,2.82E-06,0.001957811,0.000128025,5.19E-05,0.99775475,Person_0,26
-0.451309957,3.10089321,-1.289323913,0.6339183,0.4191845,0.10626547,0.367466,0.10145398,0,0.07845303,0.000473093,0,0.038125787,0.22364974,0.3170174,0.56871295,0,0.46150163,0.5128419,0.004882405,0.08203133,0.5189991,0.03451283,0.000185031,1.27E-05,3.49E-06,0.001615127,0.000112163,4.89E-05,0.99802256,Person_0,27
-0.645486163,2.768469098,-1.228833475,0.6920112,0.54616624,0.13276766,0.40091345,0.10492773,0,0.080332965,0.001671414,0,0.039503157,0.2205737,0.49038717,0.5617092,0,0.5176659,0.37880945,0.002657016,0.106922746,0.11786356,0.054100808,9.51E-05,2.12E-05,2.45E-06,0.001512735,6.27E-05,3.12E-05,0.99827456,Person_0,28
-0.620360785,2.92613733,-1.284360712,0.63615835,0.44320998,0.16171744,0.40279043,0.1054921,0,0.07033866,0.003046992,0,0.037747018,0.26302576,0.5642568,0.543724,0,0.6619656,0.58913827,0.000332036,0.08619514,0.42929074,0.059043743,0.000149753,1.91E-05,2.96E-06,0.001638312,0.00014842,3.68E-05,0.9980046,Person_0,29
-0.740857933,2.982915637,-1.361523128,0.7699558,0.5025528,0.19377044,0.34019545,0.10718392,0,0.086896434,0.003814483,0,0.051009577,0.25516808,0.44380012,0.531675,0,0.56850106,0.38853556,0.005706264,0.11483421,0.4036373,0.05813533,0.000112279,1.10E-05,1.75E-06,0.001059737,0.000116323,2.35E-05,0.9986754,Person_0,0
-0.756083026,3.058712401,-1.416142786,0.645649,0.42932642,0.1700661,0.37463185,0.10166785,0,0.08352812,0.003301353,1,0.05803137,0.29676622,0.48971704,0.57601815,0,0.7274217,0.41103545,0.004312147,0.14255096,0.38782278,0.039444815,0.000174915,1.50E-05,6.82E-06,0.001545026,0.000144671,5.30E-05,0.9980605,Person_0,1
-1.152222335,3.536087829,-1.631266974,0.6045265,0.34109038,0.35755467,0.38142678,0.10314122,0,0.1161294,0.004057751,0,0.047565326,0.3188099,0.42449144,0.6125062,0,0.6013988,0.36445537,0.001611339,0.109094955,0.5255898,0.042603448,0.00023626,2.03E-05,5.35E-06,0.001703223,0.000162286,4.32E-05,0.99782926,Person_0,2
-1.250946542,3.11165966,-1.451548079,0.70984375,0.43864787,0.27966556,0.38881147,0.10122068,0,0.08511717,0.000510935,0,0.056907352,0.21368334,0.66411674,0.502798,0,0.52779555,0.22292852,0.001834724,0.12114553,0.3658457,0.04213109,8.96E-05,1.58E-05,3.70E-06,0.000918337,0.000102308,2.79E-05,0.9988423,Person_0,3
-1.085266928,3.008881198,-1.539712607,0.61716145,0.42280558,0.18522353,0.3412251,0.10021658,0,0.088220395,0.009699857,0,0.050624326,0.30090272,0.15929577,0.5714341,0,0.6269624,0.31857452,0.010600223,0.10405701,0.23603998,0.030517349,0.000192027,3.02E-05,5.63E-06,0.001513221,0.00019679,5.43E-05,0.99800783,Person_0,4
-1.202853682,3.509977735,-1.806058646,0.673298,0.45103827,0.34640315,0.34487998,0.1114301,0,0.0909819,0.001370383,0,0.04446337,0.32568848,0.4166716,0.57791686,0,0.47679836,0.27791727,0.002467893,0.15613365,0.25083372,0.040237803,0.000252329,2.62E-05,3.42E-06,0.002051928,8.07E-05,3.16E-05,0.99755377,Person_0,5
-1.311475948,3.061617231,-1.411195847,0.58994114,0.49691176,0.19506693,0.3725235,0.10744047,0,0.08369622,0.002621355,0,0.038884386,0.2822105,0.21301341,0.5875677,0,0.5341825,0.43793398,0.000345583,0.071907274,0.4182074,0.057303865,9.64E-05,1.72E-05,2.62E-06,0.001962885,8.55E-05,2.83E-05,0.9978071,Person_0,6
-1.368442585,2.49370663,-0.893215269,0.7168585,0.54092056,0.24322651,0.3586257,0.10611303,0,0.09180857,0.004007929,1,0.034652777,0.31430975,0.2491521,0.6028975,0,0.4798698,0.3948406,0.004296425,0.11190556,0.4773935,0.044524208,0.000253348,1.02E-05,3.87E-06,0.001733926,0.000135357,3.59E-05,0.9978275,Person_0,7
-1.390647321,2.515600212,-0.712198631,0.6166897,0.4302387,0.47234133,0.38695765,0.10361919,0,0.09774098,0.000413142,0,0.032087006,0.24233703,0.4660854,0.60624766,0,0.5588973,0.38895074,0.000316605,0.09026613,0.51787525,0.037126172,0.000243101,2.07E-05,3.63E-06,0.001180103,0.000115556,4.12E-05,0.99839574,Person_0,8
-1.313846603,2.199510489,-0.473131377,0.58864015,0.43294227,0.22190356,0.4177308,0.1297349,0,0.071804315,0.001886593,1,0.036096472,0.38775548,0.6624617,0.6480547,0,0.57401854,0.67855054,0.001119812,0.07222017,0.7017308,0.026020877,0.000300886,2.61E-05,3.19E-06,0.001164412,0.000155884,2.19E-05,0.99832755,Person_0,9
-1.701004562,2.722349373,-0.738065928,0.6014914,0.562681,0.4202727,0.39694792,0.10594397,0,0.09030641,0.007004167,0,0.05145683,0.2263196,0.4377675,0.58171487,0,0.56281585,0.3474221,0.00119028,0.11176574,0.39275357,0.02896164,0.000223355,1.49E-05,2.67E-06,0.001054642,0.000155366,2.19E-05,0.99852705,Person_0,10
-1.581488351,2.794539418,-0.766069558,0.51439583,0.36896467,0.44226605,0.34272426,0.09971752,0,0.07650231,0.001487128,0,0.03367546,0.19783117,0.49618402,0.6150003,0,0.66508096,0.2366619,0.008978849,0.08939979,0.39200503,0.038845737,0.000565904,1.11E-05,7.96E-06,0.0002384,0.000703037,2.53E-05,0.99844825,Person_0,11
-1.480797568,2.465361228,-0.806559863,0.5943384,0.4068228,0.54946417,0.39041638,0.09610443,0,0.086812064,0.014667038,0,0.033285294,0.19791071,0.38907403,0.5837597,0,0.71071416,0.27288458,0.032648742,0.11719445,0.42518848,0.0498884,0.000532945,7.10E-06,2.21E-06,0.000532975,0.000405383,1.05E-05,0.9985089,Person_0,12
-1.65186551,2.23973857,-0.771311016,0.5191067,0.47184417,0.367726,0.2966171,0.10263214,0,0.084638715,0.003164377,0,0.039833467,0.26229498,0.49873173,0.58756214,0,0.58610773,0.32310945,0.004259651,0.09858422,0.3618896,0.047676668,0.000571666,6.69E-06,5.22E-06,0.000228591,0.000607901,2.23E-05,0.9985576,Person_0,13
-1.069446981,2.265219116,-1.406119956,0.63822234,0.5444462,0.22879773,0.37211394,0.12035372,0,0.08912461,0.002374605,0,0.042018265,0.33898816,0.31476757,0.58397216,0,0.6243465,0.5216873,0.004244855,0.065572664,0.25974697,0.03848048,0.000505859,2.91E-05,5.34E-06,0.002638203,8.74E-05,6.15E-05,0.99667263,Person_0,14
-1.06677516,2.363719791,-1.471657104,0.6361786,0.5338692,0.39999458,0.34661934,0.09602748,0,0.06915413,0.005594993,0,0.034449164,0.2837033,0.35821894,0.59325105,0,0.63101363,0.48320696,0.011301482,0.066005446,0.51004064,0.03508411,0.001194147,1.97E-05,4.44E-06,0.001032811,0.000251863,2.70E-05,0.99747,Person_0,15
-1.061796489,2.956562941,-1.683206975,0.48307037,0.40244412,0.44962323,0.36758664,0.11282467,0,0.09000495,0.03862289,0,0.045692384,0.41767573,0.5099042,0.63681406,0,0.6568897,0.4926589,0.003074636,0.09982375,0.4162623,0.06260745,0.000112705,5.22E-06,2.01E-06,0.001268081,7.63E-05,4.65E-05,0.99848914,Person_0,16
-1.269767937,2.719726225,-2.123561881,0.6386006,0.41456068,0.30592403,0.39596596,0.115771964,0,0.106799304,0.017001553,0,0.04493053,0.30207223,0.5862017,0.5980831,0,0.61448103,0.349395,0.006938221,0.07474389,0.29378518,0.0491165,0.000206528,1.69E-05,4.81E-06,0.001527312,7.08E-05,5.96E-05,0.998114,Person_0,17
-1.472477452,2.626715952,-1.557284358,0.51899356,0.48019758,0.17804973,0.3727147,0.12218072,0,0.08926052,0.015221401,0,0.044505145,0.36357787,0.57680374,0.6863274,0,0.6603649,0.68562144,0.005228628,0.070427105,0.20968455,0.040378194,0.000128935,1.17E-05,3.88E-06,0.001887608,9.86E-05,5.11E-05,0.99781835,Person_0,18
-1.09863437,2.518988497,-1.285644614,0.6809975,0.43915454,0.31797528,0.34523332,0.104886755,0,0.10266761,0.001562573,1,0.059649356,0.24831155,0.299508,0.5706798,0,0.67169017,0.13587844,0.003808921,0.111134686,0.30646935,0.050330404,0.000289612,1.01E-05,4.90E-06,0.001314181,0.000166176,4.56E-05,0.9981694,Person_0,19
-0.96749752,3.066162341,-1.387056593,0.5990096,0.4609483,0.3334556,0.37018228,0.09905917,0,0.111775115,0.004709347,0,0.041296165,0.29143068,0.43641222,0.60334694,0,0.5571974,0.27875718,0.001479378,0.077764325,0.24076559,0.055912364,0.000212569,1.18E-05,3.36E-06,0.001537912,9.05E-05,3.15E-05,0.9981123,Person_0,20
-0.855737842,2.719941932,-1.160572724,0.6842678,0.39356786,0.21175347,0.31384578,0.14183465,0,0.12339446,0.011373848,0,0.03832628,0.41328248,0.30826944,0.59585917,0,0.62493134,0.314959,0.002553073,0.11829301,0.2263532,0.07449687,0.000137856,1.35E-05,2.72E-06,0.002082328,0.00014826,2.36E-05,0.99759173,Person_0,21
-0.817559311,2.297765691,-0.965345118,0.57766306,0.42815012,0.25025436,0.34829184,0.12787059,0,0.11708241,0.001361082,0,0.029290896,0.34513754,0.29873484,0.48101914,0,0.649918,0.21693574,0.000938613,0.054534122,0.510383,0.0639562,0.00015619,3.69E-05,3.79E-06,0.002045986,0.000108836,2.96E-05,0.99761873,Person_0,22
-0.492506706,2.055284505,-1.120634032,0.5613178,0.39920902,0.28245956,0.3667247,0.10453386,0,0.10845477,0.007994516,0,0.042739976,0.21999772,0.36606702,0.5209118,0,0.6096897,0.18815304,0.002766614,0.105839364,0.19130488,0.04345645,0.000176079,9.72E-06,4.24E-06,0.000387086,0.000325741,3.31E-05,0.999064,Person_0,23
-0.413483042,2.505492019,-1.545784221,0.51983106,0.49777323,0.25286332,0.34687304,0.10309925,0,0.11155828,0.001164602,0,0.038550425,0.22746246,0.43899316,0.5571204,0,0.55110824,0.20476079,0.013814814,0.080437355,0.35394904,0.030043766,0.000395546,3.95E-05,4.14E-06,0.002814131,0.000100021,2.62E-05,0.99662054,Person_0,24
-0.732472834,1.827677247,-1.268773957,0.66843945,0.38795692,0.12944166,0.35979986,0.094040744,0,0.107613735,0.001964851,0,0.05149683,0.27222604,0.33055228,0.5885246,0,0.65666974,0.3080613,0.00239779,0.084409714,0.3228284,0.06888553,0.000116841,1.13E-05,6.00E-06,0.00034975,0.000441053,7.00E-05,0.99900514,Person_0,25
-0.482385626,1.599546471,-0.99148667,0.624564,0.43816778,0.32325774,0.3860338,0.11055313,0,0.10420187,0.003137771,0,0.035043687,0.27656454,0.4122532,0.57745844,0,0.6494418,0.47797084,0.001255804,0.068269685,0.32897228,0.060309857,0.000374875,2.74E-05,2.86E-06,0.002019511,0.000159573,3.31E-05,0.9973827,Person_0,26
-0.314524724,2.046561984,-1.099918616,0.53877956,0.46065468,0.31614542,0.39698473,0.10611303,0,0.08876016,0.019915767,0,0.033084363,0.33360195,0.26269367,0.5511443,0,0.56445,0.20464459,0.000983901,0.09519267,0.13418795,0.047830217,0.000197781,3.45E-05,3.76E-06,0.001876585,0.000150178,2.74E-05,0.99770975,Person_0,27
-0.634133057,1.539094114,-0.927061968,0.6692235,0.5651282,0.4045853,0.3887761,0.10611303,0,0.08290693,0.033329524,0,0.040693987,0.28402865,0.37226304,0.56538415,0,0.62513727,0.4064141,0.004184946,0.09661883,0.36540395,0.036773276,0.000179776,2.67E-05,2.92E-06,0.001839822,0.000139873,2.12E-05,0.99778974,Person_0,28
-0.481086478,1.674024921,-0.954881951,0.54143757,0.36861417,0.39694467,0.33803263,0.14214467,0,0.096500866,0.00592318,0,0.031776126,0.21101344,0.6238196,0.5825468,0,0.48179722,0.5251782,0.013145437,0.06000349,0.21991195,0.031082172,0.000110946,3.58E-05,4.15E-06,0.001048122,0.00016834,3.57E-05,0.99859685,Person_0,29
-0.245385955,2.378662061,-1.229246035,0.6455843,0.3607904,0.35328525,0.29297593,0.11160276,0,0.113772914,0.004030039,0,0.04029126,0.2295636,0.56045717,0.5337957,0,0.6179454,0.36561337,0.002449895,0.054878168,0.6121067,0.06962899,0.000149551,4.66E-05,4.31E-06,0.000759279,0.000146192,1.84E-05,0.9988757,Person_0,0
-0.304490082,2.139179541,-1.226391133,0.65321195,0.42206162,0.26756722,0.3643352,0.16501924,0,0.09765236,0.001176846,0,0.029288776,0.27497125,0.65265507,0.5788236,0,0.57113904,0.29976794,0.002918396,0.086694345,0.21167502,0.048201628,0.000188382,6.73E-05,6.42E-06,0.001091113,0.000165983,2.33E-05,0.99845743,Person_0,1
-0.236702573,2.276956663,-1.317250859,0.72018987,0.5619223,0.26078176,0.3130356,0.10655921,0,0.077779196,0.00358755,0,0.030574953,0.2226016,0.47902188,0.537317,0,0.5211953,0.4614175,0.00119893,0.118518434,0.41300556,0.03471821,0.000127739,1.51E-05,3.21E-06,0.001389003,0.000171529,3.49E-05,0.99825853,Person_0,2
-0.203184413,2.548199447,-1.619692221,0.6072543,0.30223036,0.15711957,0.3826248,0.108686976,0,0.12301084,0.000938473,0,0.038991023,0.20560098,0.349471,0.54167634,0,0.67124647,0.1682749,0.001059642,0.10328647,0.2572764,0.06243951,0.000121822,1.99E-05,3.87E-06,0.001357489,0.000185958,4.07E-05,0.9982703,Person_0,3
-0.087805569,2.245733153,-1.444299843,0.7219466,0.45988107,0.114626184,0.31326437,0.15049797,0,0.08741685,0.01080968,0,0.042125046,0.25435126,0.6809941,0.57553995,0,0.5600922,0.394647,0.012273825,0.09018775,0.3767897,0.037989225,0.000140457,3.34E-05,6.97E-06,0.000885154,0.000256453,6.06E-05,0.99861693,Person_0,4
-0.40355257,2.035263986,-1.310460597,0.676832,0.5468261,0.2367093,0.31293505,0.12554322,0,0.10308599,0.005297129,0,0.03526476,0.25762573,0.46960932,0.5222267,0,0.51678056,0.31998098,0.010271695,0.0852869,0.28999287,0.052098826,0.000155197,3.70E-05,5.28E-06,0.001068162,0.000220379,3.35E-05,0.9984805,Person_0,5
-0.650172887,2.060968307,-1.224955625,0.60493463,0.44589603,0.3780479,0.29614738,0.14780046,0,0.11538354,0.005228842,0,0.049159613,0.38811743,0.31604168,0.55387986,0,0.7010488,0.18163233,0.003218708,0.115946,0.42276177,0.06969248,0.000130852,2.79E-05,4.27E-06,0.002387629,0.000130217,4.65E-05,0.99727255,Person_0,6
-0.817764248,1.732112185,-0.930582026,0.6433245,0.5002713,0.20221095,0.34712338,0.14498977,0,0.11528527,0.001144949,0,0.039011378,0.33907905,0.5236015,0.540449,0,0.5251591,0.3373345,0.008939446,0.0867389,0.4760877,0.06578285,0.000173591,3.00E-05,3.59E-06,0.001874867,0.000112505,4.48E-05,0.99776053,Person_0,7
-0.828870226,1.997561403,-1.167247068,0.5681427,0.4778212,0.27078494,0.3355192,0.14780046,0,0.10476088,0.009798957,0,0.033754636,0.3731279,0.4320794,0.51806617,0,0.6213783,0.27290174,0.000435961,0.05692318,0.4546526,0.043429907,9.03E-05,1.73E-05,2.55E-06,0.001861577,0.000125278,2.09E-05,0.99788195,Person_0,8
-0.818033692,1.848838488,-1.274279583,0.60061806,0.5179865,0.3657139,0.41940808,0.11284808,0,0.084078796,0.005233248,0,0.033946782,0.27731094,0.4184059,0.5398106,0,0.5102756,0.3189017,0.009185866,0.13277659,0.16904618,0.040313244,0.000122293,3.50E-05,5.27E-06,0.001475198,6.58E-05,4.62E-05,0.9982503,Person_0,9
-0.895833286,1.875883077,-1.250851799,0.67107964,0.49796736,0.17326382,0.39129525,0.14081241,0,0.101079434,0.001475695,0,0.04373606,0.32734197,0.40085593,0.56552017,0,0.6834468,0.3440435,0.00110941,0.06693385,0.35513312,0.061458,6.52E-05,1.71E-05,2.12E-06,0.001322607,8.31E-05,1.52E-05,0.9984946,Person_0,10
-0.645674417,1.558057794,-1.194864632,0.3988889,0.38597274,0.3232519,0.25230727,0.09912733,0,0.12704453,0.004444133,0,0.034894645,0.30966547,0.4733767,0.56653225,0,0.59228325,0.19091225,0.000434454,0.10425119,0.3402187,0.17206174,0.000163234,7.33E-06,4.94E-06,0.000420948,0.000350911,4.22E-05,0.9990103,Person_0,11
-1.069387125,1.768921064,-1.10230625,0.52348757,0.48262343,0.32011876,0.364052,0.1314798,0,0.09946214,0.001243892,0,0.03244043,0.29282713,0.6233584,0.59468055,0,0.53542864,0.26146564,0.002297352,0.14079191,0.35289282,0.056005962,0.000159213,3.32E-05,2.88E-06,0.000845624,0.000133243,2.35E-05,0.9988023,Person_0,12
-0.71607708,2.061242436,-1.356736994,0.6687053,0.5028364,0.2173326,0.3578346,0.14509037,0,0.11271462,0.00223182,0,0.0568108,0.38069755,0.40597093,0.6350733,0,0.700967,0.3968527,0.000994616,0.069981106,0.46687248,0.04982785,0.000240301,2.47E-05,2.53E-06,0.003242046,0.000136712,2.75E-05,0.99632615,Person_0,13
-0.559550453,1.620782851,-1.157924288,0.5548603,0.44665414,0.3762105,0.23401353,0.14956215,0,0.14001085,0.013833133,1,0.055473637,0.34649032,0.47734103,0.58626705,0,0.5396165,0.13844825,0.004558277,0.093365006,0.14015831,0.20378399,0.000251518,3.98E-05,3.40E-06,0.003030382,0.000144365,4.72E-05,0.9964833,Person_0,14
-0.145296712,1.752707208,-1.685224113,0.60342675,0.5353665,0.24837208,0.37495273,0.118901074,0,0.10183093,0.004159919,0,0.04432987,0.28604043,0.25493395,0.56441104,0,0.5915497,0.22072573,0.001086699,0.113953024,0.39477366,0.06684895,0.00033296,3.84E-05,4.19E-06,0.003148127,0.00013547,5.31E-05,0.9962877,Person_0,15
