Pitch,Roll,Yaw,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral,Identity,frame
-32.2961727,0.309967126,-1.676814766,0.39388832,0.50968784,0.7992759,0.32459784,0.13255183,0,0.13389586,0.9480871,0,0.122322746,0.3146711,0.49013636,0.391717,1,0.7803532,0.6533972,0.008171156,0.11776434,0.5128732,0.061209857,0.10772334,0.05073192,0.000147319,0.031901363,0.000770951,0.008059942,0.80066514,Person_0,20
-36.23873798,0.24874133,-2.182959159,0.24641433,0.41208223,0.45264485,0.3136562,0.18281734,1,0.2723229,0.062428646,0,0.12683445,0.28225365,0.17244285,0.48826286,1,0.77754754,0.5879053,0.011239112,0.23095357,0.4134322,0.16781147,0.3669625,0.13003299,0.000108433,0.045894947,0.000413309,0.003995536,0.45259228,Person_0,21
-41.76518263,-0.925136234,-0.249666734,0.31878296,0.35625458,0.66197175,0.30891076,0.17927101,0,0.25913143,0.2055211,0,0.16153105,0.2565424,0.19230413,0.4982682,1,0.7320318,0.6938076,0.007576076,0.19669482,0.5839824,0.11305549,0.31153867,0.56911963,0.000130734,0.05054774,0.000239252,0.002436001,0.06598797,Person_0,22
-44.85632256,-0.665759045,-0.266057365,0.36846608,0.5382984,0.6576577,0.26710916,0.22134675,0,0.27593747,0.027233252,0,0.049534205,0.3920912,0.33777368,0.43718976,0,0.5726214,0.73246205,0.009588237,0.23549719,0.4354367,0.184477,0.16445002,0.7776007,7.21E-05,0.03347284,0.000270372,0.003300999,0.020832865,Person_0,23
-47.70243953,-0.470435807,-0.278547274,0.45929536,0.54871684,0.48874694,0.26920894,0.29929256,1,0.26356542,0.21042868,1,0.09365171,0.35426247,0.29156578,0.47776547,0,0.6404205,0.729447,0.016225904,0.15332001,0.39173457,0.17426232,0.4299235,0.44674063,0.000154696,0.05958756,0.000428964,0.006758254,0.056406483,Person_0,24
-47.37675613,-0.642372225,-0.417809383,0.3941145,0.5539285,0.42061818,0.2692839,0.27502412,0,0.3883325,0.10014527,1,0.07406647,0.3177164,0.08717923,0.46929613,0,0.52262926,0.5133062,0.007861767,0.20301354,0.23351248,0.28795785,0.88718563,0.033308852,0.000259618,0.024079802,0.000572379,0.006941888,0.047651827,Person_0,25
-46.97171124,-1.066077086,-0.442877122,0.40974382,0.7589035,0.24330097,0.27803314,0.32361957,0,0.33659887,0.014066239,1,0.08417584,0.41023636,0.11627981,0.4654409,0,0.7226903,0.5175308,0.004825983,0.14097983,0.45499578,0.40196106,0.8422221,0.07511137,0.000340528,0.051285814,0.000657444,0.00963295,0.020749794,Person_0,26
-50.64245711,-6.553047036,4.463549509,0.42049435,0.5514484,0.65797657,0.2762398,0.3066702,0,0.46654886,0.002869084,0,0.18778099,0.45222932,0.27927804,0.4706877,0,0.7282001,0.5752072,0.003300961,0.19664846,0.54769903,0.5412712,0.89992213,0.067530274,8.62E-05,0.014142782,0.000430308,0.001373709,0.016514547,Person_0,27
-51.38204866,-4.511502966,2.205757923,0.46420717,0.46565235,0.6695416,0.2786823,0.3175811,0,0.4592563,0.03061327,1,0.24639484,0.44815072,0.37317234,0.46335864,0,0.56958467,0.5727635,0.002320898,0.14879592,0.3855241,0.5102016,0.8764444,0.05144956,0.000113682,0.028080214,0.000560609,0.004382111,0.03896935,Person_0,28
-49.81803791,0.321328791,-1.934023081,0.46687263,0.51339006,0.5376841,0.26816085,0.32390794,1,0.45808238,0.193336,1,0.19225794,0.56764203,0.25435874,0.42424345,0,0.50324583,0.5298738,0.003718743,0.099709235,0.43014166,0.4494258,0.9544139,0.018185467,6.50E-05,0.014608492,0.000346101,0.00175608,0.010624981,Person_0,29
-49.72297899,0.422260015,-1.38922881,0.32672334,0.31873584,0.49068582,0.2795249,0.22959325,0,0.39014494,0.019966291,1,0.23675852,0.558248,0.05320194,0.4660838,0,0.66956383,0.5698022,0.002426489,0.1665209,0.4924644,0.46610013,0.76641285,0.1263799,0.000173943,0.068237565,0.000498444,0.013214708,0.025082516,Person_0,0
-49.52166998,0.11890706,-1.431172903,0.4341549,0.54129326,0.41767558,0.2734872,0.33654043,0,0.40202436,0.3196467,0,0.17481619,0.42415532,0.14244491,0.4877792,0,0.5523642,0.5673936,0.002574296,0.13003144,0.2641588,0.5330211,0.76292026,0.11343817,0.000110522,0.068655536,0.000842914,0.010942245,0.043090403,Person_0,1
-51.68479081,-5.557155126,3.665547271,0.36126313,0.6634901,0.657913,0.27418894,0.3154558,0,0.41653234,0.7987486,1,0.12080219,0.50233907,0.39177614,0.4097865,0,0.59815586,0.6211697,0.00202668,0.15342255,0.45522016,0.35754323,0.88405687,0.05746521,0.000113681,0.011181383,0.00052032,0.007644616,0.039017875,Person_0,2
-48.18687049,-7.73266051,6.269988087,0.47204852,0.6017861,0.5507464,0.27514893,0.32475248,0,0.37834364,0.030483995,0,0.11164399,0.38609007,0.19602734,0.46738333,0,0.6571493,0.5863042,0.016245484,0.21587867,0.35036734,0.39219725,0.93497056,0.041046962,4.01E-05,0.008887396,0.000215038,0.002146513,0.012693396,Person_0,3
-41.71916847,-7.013530445,5.674112503,0.3790495,0.6251598,0.49760216,0.27337343,0.34058577,0,0.3244988,0.13977203,1,0.16040073,0.37089482,0.15071397,0.5061605,0,0.6297167,0.58333516,0.018044243,0.17400403,0.70290554,0.277541,0.8765533,0.06409361,4.63E-05,0.015585822,0.000440189,0.002247279,0.041033614,Person_0,4
-43.45218635,1.137486814,0.981926423,0.42304063,0.58000535,0.43753445,0.2756086,0.29057756,0,0.3536719,0.06750595,1,0.076600164,0.32498467,0.12932725,0.55761963,0,0.5698225,0.63977677,0.003590914,0.2988706,0.3774643,0.45392168,0.6408285,0.08647264,0.00033543,0.11729706,0.000799254,0.013811665,0.14045557,Person_0,5
-44.20571543,0.778203899,0.067109066,0.38681605,0.67939126,0.7823367,0.28735211,0.27213827,0,0.31943935,0.44251797,1,0.042893775,0.2848553,0.13292165,0.35642585,0,0.39684987,0.65254956,0.015389131,0.10752213,0.27854943,0.7654011,0.021429967,0.9598589,4.97E-05,0.015254075,0.000150389,0.000256918,0.003000225,Person_0,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person_1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person_2,8
-32.1155252,-0.086668567,1.803475901,0.37406173,0.34554243,0.8141507,0.30475116,0.13228393,0,0.18299836,0.21325086,0,0.12949382,0.2973807,0.7131122,0.54719675,1,0.6626128,0.6959809,0.005744096,0.13956098,0.7401949,0.27791685,0.110666275,0.4558388,0.000199844,0.17330073,0.000472466,0.001237823,0.25828406,Person_0,9
-31.0118637,1.236029436,0.663913453,0.3692952,0.3507253,0.5557662,0.34040797,0.108503185,1,0.1550196,0.028525943,0,0.068735,0.22903614,0.72674644,0.5280385,0,0.7091388,0.67883027,0.011309461,0.30561545,0.28489834,0.11076475,0.045929957,0.082554564,0.000126295,0.09587989,0.000805297,0.002277946,0.77242607,Person_0,10
-27.83227091,2.000619572,0.296354867,0.3539398,0.53292716,0.7253375,0.29787815,0.12720124,0,0.14321747,0.81976885,0,0.14911127,0.30689746,0.62724864,0.5533137,0,0.78205657,0.7630708,0.024606043,0.14520365,0.559328,0.12144108,0.014649063,0.060657833,4.79E-05,0.026053067,0.000759731,0.001587241,0.89624524,Person_0,11
-23.80144173,2.027433117,0.249007604,0.38137424,0.35303915,0.46845585,0.33742344,0.14179654,0,0.16737066,0.52858144,0,0.13222043,0.3328499,0.48913696,0.5980305,0,0.7403895,0.7434543,0.011055789,0.09610998,0.41769853,0.08498161,0.003571272,0.00946923,1.99E-05,0.006161722,0.001134136,0.000279212,0.9793646,Person_0,12
-20.46121971,2.32976416,0.502870593,0.33445907,0.45668057,0.3593259,0.35803732,0.09424908,0,0.09059787,0.034723677,0,0.09076945,0.29085737,0.66561645,0.55773085,0,0.77907014,0.7799012,0.013257141,0.098620735,0.4841592,0.10648329,0.003255739,0.000769251,1.04E-05,0.005276043,0.000267528,0.000184906,0.9902361,Person_0,13
-17.3289762,1.857411435,0.79827453,0.40361083,0.30951384,0.5464995,0.35394368,0.12062728,0,0.09937057,0.48442626,0,0.08978556,0.38825205,0.6622567,0.5024378,0,0.77835774,0.74861777,0.003279055,0.10812335,0.6473168,0.06092787,0.00112542,7.37E-05,5.96E-06,0.001401012,0.000378251,0.000431493,0.9965842,Person_0,14
-16.35559681,1.123245067,0.973338903,0.32403538,0.38622993,0.39631313,0.36796477,0.15678084,0,0.099118106,0.003866802,0,0.074712284,0.36868978,0.5776505,0.4998931,0,0.8340767,0.74937046,0.007989159,0.101558246,0.7486621,0.051682144,0.000655973,9.83E-06,4.22E-06,0.000740532,0.00029086,0.001052869,0.9972458,Person_0,15
-12.90074397,1.925780608,1.072988541,0.39622515,0.42818218,0.2448087,0.30246484,0.105155654,0,0.10030911,0.051359132,0,0.05902642,0.3761927,0.5200956,0.4891766,0,0.7710312,0.69337666,0.00102486,0.06876437,0.41051733,0.0786259,0.000548117,3.66E-06,1.40E-06,0.000389688,0.000293937,0.000143861,0.9986193,Person_0,16
-11.9811017,2.123289497,0.985553961,0.46671134,0.4312255,0.15175872,0.33859932,0.061141293,0,0.097366534,0.022970049,0,0.039899256,0.2532706,0.63771147,0.5451022,0,0.6322211,0.61886334,0.000918384,0.115960725,0.43931872,0.07066807,0.000120106,6.90E-07,2.94E-07,0.000119294,0.000447663,2.04E-05,0.99929154,Person_0,17
-10.87488117,2.593714507,1.454582242,0.5208891,0.44677424,0.15551159,0.341977,0.067960896,0,0.08314227,0.022109998,0,0.10788306,0.27336082,0.6685816,0.49941877,0,0.6170278,0.59322226,0.00324012,0.16146901,0.44805244,0.097634666,0.000599836,1.61E-06,1.46E-06,0.000112828,0.000977214,0.000462193,0.9978448,Person_0,18
-9.675833154,2.646415078,1.507009425,0.55972123,0.4431426,0.0662783,0.36153778,0.07456007,0,0.1005761,0.009153897,0,0.03319661,0.2860543,0.68458164,0.48845738,0,0.61998695,0.6402628,0.001274153,0.10587701,0.5365108,0.032347623,0.000401775,5.67E-07,6.99E-07,0.000103759,0.000758508,0.000146739,0.9985879,Person_0,19
-8.555528643,2.222802804,1.166042792,0.5936333,0.52069354,0.28618613,0.336618,0.07224861,0,0.09375214,0.023676109,0,0.042886473,0.39055207,0.70358807,0.50051224,0,0.67737144,0.74402297,0.002048403,0.16719116,0.5279343,0.028614763,0.000171757,1.89E-06,1.60E-06,0.000250416,0.000428459,0.000134545,0.9990113,Person_0,20
-8.559475411,2.921594116,1.559478404,0.54931897,0.4533336,0.31578773,0.34906816,0.09677172,0,0.08364242,0.005044823,0,0.044868324,0.37627098,0.6392925,0.561605,0,0.74170595,0.6902801,0.001208568,0.13124447,0.4726184,0.03507104,0.000150548,5.90E-07,2.37E-06,0.000216345,0.001010556,0.000432607,0.998187,Person_0,21
-8.183132905,3.240936603,1.928328845,0.6236593,0.52691084,0.22413085,0.357155,0.10113164,0,0.099719055,0.00451837,0,0.090922944,0.32221174,0.65297836,0.55612653,0,0.55968857,0.69622207,0.007570897,0.16137439,0.25773945,0.031858195,0.000818554,1.65E-06,4.49E-06,0.000241252,0.00142443,0.000348508,0.99716115,Person_0,22
-6.580177714,3.594060739,-0.382564822,0.68632627,0.5314938,0.27363765,0.35010803,0.098488435,0,0.106240265,0.005447296,0,0.036681056,0.3111486,0.4365088,0.4640802,0,0.6858525,0.48139516,0.015031675,0.13121633,0.4879392,0.045767367,0.000125675,7.71E-07,5.09E-06,0.000251332,0.001344065,0.001204549,0.9970686,Person_0,23
-5.75766611,3.010850869,0.340949608,0.71716255,0.69695944,0.23191465,0.31796634,0.09615283,0,0.07666927,0.00183388,0,0.028431132,0.28426498,0.4228904,0.5141308,0,0.45635322,0.37582207,0.013477637,0.089329205,0.26472005,0.039124023,0.000350683,2.37E-06,1.61E-05,0.000187498,0.001804671,0.000960739,0.996678,Person_0,24
-4.010240354,2.330882433,-1.066930421,0.796935,0.6307012,0.21762924,0.30217934,0.09949277,0,0.07799445,0.003011171,0,0.034067113,0.26748362,0.4913445,0.52946275,0,0.49300128,0.152217,0.002531519,0.20389578,0.27256188,0.034650493,0.000854665,2.50E-06,1.62E-05,0.000316645,0.002315884,0.000630059,0.99586403,Person_0,25
-2.727930934,1.886724929,-2.235228949,0.7352169,0.5960884,0.27633244,0.34194463,0.09666808,0,0.09408808,0.001362303,0,0.035121754,0.29628748,0.2644455,0.5671037,0,0.54921526,0.46267793,0.00095179,0.13301703,0.46985558,0.04793688,0.000431553,2.57E-06,1.15E-05,0.000674404,0.001675412,0.000361165,0.99684346,Person_0,26
-2.247660731,1.593217309,-2.391838158,0.8330461,0.6518354,0.2163933,0.34544757,0.10129771,0,0.077073134,0.001524424,0,0.030210681,0.24006549,0.44795716,0.48961312,0,0.45296836,0.15320009,0.007810602,0.08029674,0.33755702,0.034106016,0.000166633,3.37E-06,2.66E-05,0.00033802,0.001385341,0.000383995,0.997696,Person_0,27
-1.385142197,0.864314813,-1.71793931,0.79201484,0.57199126,0.44963893,0.3406967,0.10130355,0,0.071469545,0.000588622,0,0.027930316,0.24718277,0.46215445,0.5612631,0,0.5504861,0.29372516,0.001858365,0.13610215,0.5470315,0.041321516,0.000218986,6.05E-06,4.95E-05,0.000445287,0.001669889,0.00044895,0.9971614,Person_0,28
-0.649723465,0.931018459,-3.005273315,0.7103959,0.64705807,0.3107402,0.38220313,0.10294609,0,0.08382723,0.003252553,0,0.051585224,0.28689647,0.51828915,0.53327405,0,0.73254454,0.34769675,0.001433083,0.09923351,0.18772885,0.06777161,0.000165515,9.21E-06,2.19E-05,0.000275127,0.000671409,8.89E-05,0.99876785,Person_0,29
-0.128071477,1.464450228,-3.594310801,0.65671086,0.5138883,0.3254921,0.3508052,0.0994917,0,0.099806376,0.002011074,0,0.06800452,0.30600667,0.54783255,0.6558885,0,0.7100503,0.32676986,0.002387394,0.11791191,0.5567714,0.12946446,0.000210016,8.13E-06,1.11E-05,0.000299552,0.000474709,6.79E-05,0.9989286,Person_0,0
1.125845632,1.687911286,-3.469615182,0.7551127,0.6117057,0.4148132,0.3494675,0.108621374,1,0.08933132,0.033824187,0,0.050996583,0.32321846,0.30685407,0.56535184,0,0.683063,0.27534944,0.007108251,0.12596846,0.40974653,0.06648634,0.00054206,1.60E-05,1.82E-05,0.000212183,0.001447668,5.39E-05,0.99771,Person_0,1
1.104978822,1.580060065,-2.922725036,0.57549006,0.5053295,0.22239557,0.33576962,0.09564437,0,0.08183544,0.007849536,0,0.04251398,0.21243154,0.31856424,0.53908354,0,0.42174357,0.22477615,0.000662359,0.107027866,0.21511345,0.08137424,0.000807928,1.78E-05,2.33E-05,0.000213301,0.001670136,6.42E-05,0.99720335,Person_0,2
1.36809699,1.509237427,-2.903492871,0.6217007,0.52563965,0.24315321,0.33554572,0.09875552,0,0.08272052,0.004487407,0,0.042337224,0.17839919,0.35128227,0.59364575,0,0.560153,0.35926086,0.002217995,0.09124358,0.23150559,0.099426374,0.00047282,1.57E-05,1.69E-05,0.000367712,0.001313702,3.86E-05,0.99777454,Person_0,3
1.305310722,1.431209278,-2.250517262,0.6283761,0.5388078,0.13792966,0.3704754,0.09633812,0,0.11274589,0.001559183,0,0.056395173,0.17721556,0.3526113,0.47523502,0,0.61220366,0.2895301,0.00090346,0.10470082,0.6444108,0.11145036,0.000359366,2.64E-05,3.19E-05,0.000424595,0.000631307,6.29E-05,0.9984635,Person_0,4
1.545988328,1.336890478,-2.263849722,0.6272949,0.4990574,0.2319073,0.41703722,0.09680923,0,0.106758095,0.007909477,0,0.03622129,0.19420311,0.42510542,0.55803204,0,0.59615815,0.289749,0.001062759,0.079411596,0.262705,0.068271674,0.000628516,3.03E-05,2.01E-05,0.000522314,0.001146156,4.29E-05,0.99760973,Person_0,5
1.506789433,1.497933273,-2.221896469,0.6293962,0.38760245,0.29814398,0.37957874,0.09020104,0,0.07949753,0.003495633,0,0.045150965,0.24081983,0.34524056,0.61787015,0,0.55364895,0.4028045,0.001211817,0.10628686,0.38694218,0.07743216,0.000674102,2.29E-05,1.41E-05,0.000272277,0.001038382,4.61E-05,0.9979321,Person_0,6
1.08914917,1.755462816,-2.187161881,0.60784584,0.3736812,0.14127293,0.29220673,0.10700161,0,0.08763364,0.08802315,0,0.042924885,0.30596608,0.31583944,0.60723704,0,0.66222656,0.3068183,0.002024199,0.11987539,0.3181441,0.31797805,0.000265212,1.21E-05,7.14E-06,0.000212033,0.000665188,1.74E-05,0.99882096,Person_0,7
1.026288829,1.622001462,-2.314735058,0.6569772,0.49486062,0.33566606,0.38352245,0.09971752,0,0.07623072,0.001033517,0,0.04206702,0.19847599,0.3661162,0.6362571,0,0.56115806,0.36475557,0.0041709,0.08580362,0.48320717,0.06908748,0.00020529,7.96E-06,1.13E-05,0.000210117,0.000843637,4.55E-05,0.99867624,Person_0,8
1.213308605,1.481075127,-2.662010682,0.66366196,0.5664084,0.34816384,0.41650346,0.09971752,0,0.08637121,0.00220244,0,0.053073026,0.23985472,0.2794556,0.58516556,0,0.5371557,0.30038062,0.001878806,0.10388724,0.66770434,0.074877724,0.000135919,5.53E-06,6.39E-06,0.00019641,0.000700899,3.50E-05,0.99891984,Person_0,9
1.256458044,1.289614337,-2.827409167,0.58081895,0.4409612,0.26831087,0.38322568,0.10584431,0,0.068873554,0.00499608,0,0.040231537,0.22231716,0.22730657,0.5860775,0,0.61822677,0.29102966,0.001149779,0.12454562,0.5678995,0.104098864,0.000539755,2.02E-05,1.81E-05,0.000542758,0.001091987,5.05E-05,0.9977367,Person_0,10
1.234601042,1.441103417,-2.854972108,0.6990901,0.4050088,0.42804185,0.28228763,0.09456975,0,0.080517106,0.001134298,0,0.049667537,0.27938825,0.369948,0.6229826,0,0.6587919,0.34351844,0.007590178,0.12985992,0.34886768,0.31721252,0.000343358,1.56E-05,1.81E-05,0.000511112,0.001318626,5.92E-05,0.99773407,Person_0,11
1.135574832,1.372435383,-2.544818137,0.55265623,0.52802485,0.33495218,0.37173212,0.09971177,0,0.07087187,0.000897742,0,0.052197363,0.20680355,0.25473154,0.55467546,0,0.40820962,0.28229415,0.001016625,0.11146935,0.2490677,0.107654154,0.000391059,1.67E-05,2.24E-05,0.000194752,0.001171908,5.38E-05,0.9981494,Person_0,12
1.062353778,1.515761109,-2.434908569,0.5600503,0.39994484,0.20504473,0.24224032,0.12458466,0,0.11878501,0.006607288,0,0.035064906,0.23308267,0.46701232,0.61929196,0,0.5074828,0.3159535,0.000615588,0.06854859,0.116789274,0.27823296,0.000107069,5.06E-05,9.70E-06,0.001364795,0.000340401,3.50E-05,0.9980925,Person_0,13
1.054500853,1.500501143,-2.892807404,0.567822,0.40061122,0.20966026,0.25061122,0.12597488,0,0.10861025,0.024105154,0,0.035102136,0.29306504,0.30821374,0.66612333,0,0.61894494,0.48651007,0.007347837,0.06496394,0.48534355,0.25649267,5.47E-05,9.56E-06,3.07E-06,0.00070806,0.000318539,1.11E-05,0.998895,Person_0,14
0.925138702,1.530209971,-3.074528063,0.60705197,0.551031,0.26926523,0.35080582,0.09294263,0,0.0837394,0.003825211,0,0.062582865,0.27870712,0.31884998,0.60168284,0,0.49443972,0.26505563,0.000654313,0.11056085,0.4785939,0.09597695,0.00022608,1.66E-05,4.58E-06,0.000808229,0.000300209,2.37E-05,0.9986206,Person_0,15
0.371004405,1.251313942,-2.642551369,0.6341549,0.3340455,0.2767226,0.22376448,0.105521105,0,0.12804739,0.015679426,0,0.060735807,0.2022308,0.44704252,0.5715453,0,0.6322877,0.24580671,0.008213973,0.10619531,0.3173947,0.39877352,4.42E-05,9.78E-06,3.18E-06,0.000597239,0.000299205,1.43E-05,0.99903214,Person_0,16
0.135868519,1.139913023,-2.312397457,0.6363411,0.4912885,0.3433377,0.25992337,0.106445566,0,0.1093777,0.00870926,0,0.033358883,0.21440434,0.5286833,0.5084337,0,0.557131,0.19651264,0.004282909,0.036511786,0.54036826,0.1963902,6.27E-05,6.43E-06,3.53E-06,0.000482255,0.000292923,1.56E-05,0.9991365,Person_0,17
-0.348934215,0.92745236,-2.213483647,0.6369542,0.48043862,0.27068073,0.3546826,0.10346534,0,0.08217272,0.025205892,0,0.055894684,0.23147021,0.3106661,0.5430835,0,0.55021703,0.1992025,0.032882623,0.0729078,0.49352962,0.062929526,0.00010345,9.29E-06,3.24E-06,0.000282983,0.000665549,8.00E-06,0.9989274,Person_0,18
-0.697957307,0.735066807,-1.648677568,0.69917107,0.55309296,0.28877103,0.25376886,0.103574455,0,0.13349053,0.013846103,0,0.047931112,0.25708324,0.548959,0.5404157,0,0.5338437,0.33281392,0.003962438,0.09007314,0.13916892,0.22098011,5.48E-05,6.86E-06,3.25E-06,0.000291098,0.000489227,1.45E-05,0.99914026,Person_0,19
-0.23991406,1.05385992,-2.910255155,0.59872705,0.4948305,0.26031744,0.27339473,0.09782247,0,0.114473484,0.004974064,0,0.051277313,0.23356238,0.5681569,0.5624803,0,0.57054144,0.18804286,0.001400351,0.08947828,0.3071778,0.22243279,7.87E-05,7.17E-06,3.11E-06,0.000160218,0.000538398,1.60E-05,0.99919647,Person_0,20
-0.747814617,0.989094719,-2.887231908,0.6082358,0.41330653,0.38481224,0.34714612,0.11096475,0,0.12836674,0.001884194,0,0.09120132,0.2260225,0.52611196,0.53063595,0,0.6571413,0.31023687,0.00260377,0.08307436,0.19728951,0.080593705,0.000126377,4.38E-06,3.33E-06,9.53E-05,0.001478763,1.71E-05,0.9982748,Person_0,21
-0.737252157,1.189335333,-2.737563416,0.60397494,0.44683516,0.27833566,0.24874014,0.12715937,0,0.14103301,0.045567837,0,0.06207333,0.2728261,0.37828478,0.54732996,0,0.57616264,0.21064518,0.000510918,0.09295019,0.21383908,0.24775352,0.000100775,8.96E-06,2.87E-06,0.000258793,0.00036858,9.68E-06,0.99925035,Person_0,22
-0.803180969,0.895114747,-2.796179304,0.6186862,0.44963363,0.32560647,0.24894701,0.10451472,0,0.09299826,0.005218769,0,0.0483731,0.2189187,0.46618077,0.60444516,0,0.6001292,0.21958144,0.089179456,0.15170772,0.21803243,0.2178341,0.00022211,1.14E-05,4.25E-06,0.000268268,0.000514802,2.02E-05,0.9989588,Person_0,23
-0.723156068,1.145791632,-2.948623403,0.6630988,0.45361647,0.21814156,0.3327552,0.097320296,0,0.09218498,0.007310656,0,0.0540027,0.27184066,0.42135516,0.5630585,0,0.8159968,0.29809082,0.039438013,0.07422822,0.55461425,0.046768766,7.19E-05,7.61E-06,3.91E-06,0.000358941,0.000519008,2.85E-05,0.9990101,Person_0,24
-0.938748391,0.987101912,-2.50310057,0.63054276,0.46567667,0.24787688,0.32643735,0.103183635,0,0.071935885,0.002240892,1,0.07599267,0.28168395,0.45798296,0.6193629,0,0.6773241,0.34389693,0.0876415,0.14855206,0.26890463,0.04969299,8.69E-05,5.12E-06,3.82E-06,0.000216716,0.000573139,2.33E-05,0.999091,Person_0,25
-1.212567237,0.89542775,-1.763942794,0.6597576,0.6459875,0.345189,0.35769075,0.10675235,0,0.1224245,0.007136178,0,0.06224476,0.24571137,0.47223184,0.57579625,0,0.75311893,0.31046715,0.001619898,0.10986511,0.28976223,0.045226224,5.79E-05,4.36E-06,4.01E-06,0.000271843,0.000467341,3.29E-05,0.9991616,Person_0,26
-1.470204939,1.007210835,-1.327817086,0.6791157,0.43779364,0.4055122,0.3411111,0.09971752,0,0.0975328,0.005407457,0,0.04986784,0.2400971,0.51647365,0.5190674,0,0.63264054,0.20479675,0.004087637,0.098619714,0.3035295,0.061149795,3.71E-05,4.26E-06,2.65E-06,0.000348677,0.000530495,1.87E-05,0.99905807,Person_0,27
-1.431544561,1.094927992,-1.229409841,0.68357325,0.46498084,0.38168666,0.34604853,0.09847497,0,0.08735,0.005992767,0,0.03757915,0.28443128,0.5233358,0.55454856,0,0.7494466,0.2855397,0.023369558,0.10734603,0.71841115,0.056830306,4.52E-05,3.02E-06,3.90E-06,0.000362672,0.000467399,3.99E-05,0.9990779,Person_0,28
-1.501341413,0.821606804,-1.425836718,0.75425065,0.47576448,0.16800249,0.34211206,0.09971752,0,0.085377045,0.002451283,0,0.032219805,0.23950456,0.48776183,0.5155475,0,0.6647934,0.23599249,0.015385381,0.09344952,0.22873327,0.045397628,0.000157321,1.14E-05,6.33E-06,0.000996574,0.000331949,4.51E-05,0.99845123,Person_0,29
-1.683749416,1.090345718,-1.234980753,0.6426096,0.48432243,0.2620487,0.3385324,0.09971752,0,0.08852325,0.003363975,0,0.050599903,0.22240487,0.34525073,0.4807541,0,0.5980304,0.17799568,0.02343549,0.10789979,0.6334128,0.06925429,0.00016947,7.21E-06,3.48E-06,0.00052545,0.000317599,2.26E-05,0.9989542,Person_0,0
-1.985357,1.402961054,-1.10511074,0.64093244,0.48370245,0.2327558,0.368642,0.09670812,0,0.10823437,0.00595675,0,0.044278335,0.27532607,0.35179105,0.5471607,0,0.7590788,0.20333354,0.00385614,0.0891165,0.20480336,0.05037341,4.70E-05,4.99E-06,4.28E-06,0.000526251,0.000304981,4.71E-05,0.99906534,Person_0,1
-1.551248219,1.031870443,-1.006530768,0.6371697,0.53900737,0.28625318,0.31098902,0.09625651,0,0.06963384,0.004415208,0,0.05603255,0.25447264,0.44176266,0.49967548,0,0.5092703,0.18616876,0.02234957,0.07852939,0.62684643,0.038588148,6.52E-05,5.64E-06,1.95E-06,0.00041448,0.000201272,1.04E-05,0.9993011,Person_0,2
-1.373139339,1.008361572,-1.08104717,0.70351225,0.44612357,0.25900385,0.33976215,0.111136876,0,0.08132257,0.037617963,0,0.044381626,0.22020173,0.4617855,0.6000588,0,0.7288963,0.46457872,0.01581522,0.12668522,0.31359047,0.049551114,7.61E-05,1.40E-05,4.66E-06,0.002322568,0.000230062,7.07E-05,0.9972819,Person_0,3
-1.380733427,1.085043086,-1.235416912,0.6404641,0.5454826,0.5935852,0.34315613,0.09939001,0,0.08810167,0.044821296,0,0.05591726,0.26127663,0.59583634,0.55101895,0,0.751029,0.29040328,0.003105757,0.058464922,0.17227475,0.047022827,0.000198895,3.97E-06,9.45E-06,0.000254198,0.001035569,5.42E-05,0.9984438,Person_0,4
-1.096645552,0.844250443,-1.044684993,0.7174905,0.5346531,0.27199605,0.27308217,0.09773152,0,0.07882561,0.002033949,0,0.028457928,0.21304332,0.59804046,0.524217,0,0.6433778,0.25417158,0.010780845,0.09280327,0.7222558,0.14984316,0.000172149,7.38E-06,6.46E-06,0.000381835,0.000293738,2.35E-05,0.99911493,Person_0,5
-1.147582899,0.726544311,-0.949543394,0.67336667,0.41395864,0.34773976,0.39132643,0.0942472,0,0.083770156,0.004466128,0,0.049506813,0.30012652,0.55092716,0.59548974,0,0.6569843,0.47871995,0.001048336,0.060264707,0.1563839,0.052245706,0.000142939,1.68E-05,4.04E-06,0.000942335,0.00030555,2.68E-05,0.99856156,Person_0,6
-1.136913449,0.76346594,-1.216252201,0.66534936,0.5323993,0.15327606,0.34774143,0.09971752,0,0.078721434,0.003986132,0,0.053235833,0.23515055,0.5389737,0.57683027,0,0.62913746,0.30382347,0.008972539,0.10384792,0.33948228,0.037758373,0.000151282,2.06E-05,7.34E-06,0.001412251,0.000181283,4.72E-05,0.99818003,Person_0,7
-1.139747054,0.851571688,-1.274140189,0.5646364,0.52888995,0.48220345,0.30146274,0.10052396,0,0.08671922,0.004908614,0,0.054747663,0.29661423,0.4900892,0.557654,0,0.64756095,0.3241174,0.003341171,0.063395046,0.4234555,0.067523435,9.76E-05,5.45E-06,8.37E-06,0.000297751,0.001262883,4.61E-05,0.99828196,Person_0,8
